Symbol,Series,Date,Prev Close,Open,High,Low,Last Price,Close,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,12/4/2017,2629.95,2622,2658.5,2602.95,2630,2632.35,2629.84,629552,1655623149,37609,342423,54.39
TCS,EQ,12/5/2017,2632.35,2631,2651.7,2628.15,2633,2635.55,2641.13,583957,1542308264,33907,386120,66.12
TCS,EQ,12/6/2017,2635.55,2636,2645,2612.85,2635,2633.3,2627.47,703759,1849107520,61422,534381,75.93
TCS,EQ,12/7/2017,2633.3,2632.3,2645.95,2615,2617.95,2617.25,2623.62,663150,1739856625,52980,503427,75.91
TCS,EQ,12/8/2017,2617.25,2618,2645,2597,2600,2601.5,2621.69,692774,1816237017,67356,443099,63.96
TCS,EQ,12/11/2017,2601.5,2608.35,2672.65,2608.35,2670,2661.1,2635.45,504001,1328268598,47999,298309,59.19
TCS,EQ,12/12/2017,2661.1,2661,2662,2607.4,2609.55,2612.15,2624.14,941123,2469638200,57531,622120,66.1
TCS,EQ,12/13/2017,2612.15,2611.4,2651.45,2601,2633.5,2628.4,2632.07,1480729,3897385720,48513,1169964,79.01
TCS,EQ,12/14/2017,2628.4,2632,2632,2531.1,2558.2,2557.8,2558.8,2752075,7041999539,118270,1987921,72.23
TCS,EQ,12/15/2017,2557.8,2563.75,2584.45,2536.85,2543.95,2545.6,2552.92,1359069,3469591951,97835,934401,68.75
TCS,EQ,12/18/2017,2545.6,2537,2588.95,2494.35,2576.6,2580.5,2548.56,1090332,2778774408,71724,588034,53.93
TCS,EQ,12/19/2017,2580.5,2576,2597.8,2564.7,2577.4,2575.3,2583.18,900976,2327386545,76762,633455,70.31
TCS,EQ,12/20/2017,2575.3,2582,2592.75,2550.65,2592,2588.95,2573.6,788785,2030019887,68386,530550,67.26
TCS,EQ,12/21/2017,2588.95,2587,2608,2580.05,2582.1,2595.7,2595.09,646824,1678569251,40095,439879,68.01
TCS,EQ,12/22/2017,2595.7,2604,2663.9,2590.2,2640,2646.75,2636.33,1832832,4831948536,85852,757097,41.31
TCS,EQ,12/26/2017,2646.75,2686,2689.75,2631.6,2650.35,2649.45,2653.61,1087893,2886838516,52053,517570,47.58
TCS,EQ,12/27/2017,2649.45,2649.45,2658.5,2610.5,2617,2619.9,2632.21,369642,972974332.2,20483,142233,38.48
TCS,EQ,12/28/2017,2619.9,2608.8,2653.5,2605.65,2631,2626.95,2630.44,1302544,3426257490,47992,885214,67.96
TCS,EQ,12/29/2017,2626.95,2623.1,2708.9,2618.55,2700,2701.2,2677.92,1304771,3494069340,51608,757663,58.07
TCS,EQ,1/1/2018,2701.2,2682.3,2694.8,2635,2650,2645.6,2654.94,675880,1794417717,19464,330691,48.93
TCS,EQ,1/2/2018,2645.6,2660,2669.6,2620.2,2631,2631.2,2641.06,960145,2535800011,46813,555820,57.89
TCS,EQ,1/3/2018,2631.2,2632,2669,2631.2,2639,2638.65,2649.21,628560,1665185619,32104,361072,57.44
TCS,EQ,1/4/2018,2638.65,2650,2662,2640,2650,2657.1,2649.94,456541,1209807238,32647,264561,57.95
TCS,EQ,1/5/2018,2657.1,2650,2699.5,2650,2695,2689.2,2684.95,576853,1548821282,30836,318083,55.14
TCS,EQ,1/8/2018,2689.2,2700,2726.85,2681.85,2708.8,2714.4,2709.74,621110,1683046448,43815,345599,55.64
TCS,EQ,1/9/2018,2714.4,2715,2721,2676.55,2708.95,2709,2703.56,1074698,2905511380,47403,612650,57.01
TCS,EQ,1/10/2018,2709,2711,2816,2694.65,2803,2806.6,2763.3,1682925,4650423557,70764,699460,41.56
TCS,EQ,1/11/2018,2806.6,2810,2821.9,2782.2,2792.5,2790.5,2796.58,1260524,3525161029,71604,578244,45.87
TCS,EQ,1/12/2018,2790.5,2805,2805,2740.55,2769.9,2776.35,2764.28,1680157,4644422668,90884,472438,28.12
TCS,EQ,1/15/2018,2776.35,2777.15,2808,2735.05,2737.4,2746.1,2768.32,728607,2017014657,49926,394675,54.17
TCS,EQ,1/16/2018,2746.1,2756,2861.65,2750.55,2860,2850.85,2834.5,2133876,6048464572,85776,639155,29.95
TCS,EQ,1/17/2018,2850.85,2870,2925,2862.15,2895,2888.95,2900.36,2140403,6207945520,94873,965845,45.12
TCS,EQ,1/18/2018,2888.95,2897,2933,2868.05,2926.55,2918.2,2896.35,1104739,3199711974,51786,568379,51.45
TCS,EQ,1/19/2018,2918.2,2930.55,2982,2903.65,2974.85,2959.3,2930.77,910000,2667000913,44039,436952,48.02
TCS,EQ,1/22/2018,2959.3,2961,3134.7,2922,3090,3116.4,3052.16,2183555,6664565989,97757,663651,30.39
TCS,EQ,1/23/2018,3116.4,3114.95,3142.35,3090.05,3097.9,3102,3112.03,1619805,5040878630,68887,705309,43.54
TCS,EQ,1/24/2018,3102,3090,3259.05,3082.65,3174.95,3174.6,3189.59,2810769,8965187783,111512,862385,30.68
